"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"polinisateur";;;"polinisateurs";1;0;121831
"décloisonnement";;;"décloisonnements";1;0;121772
"déresponsabilisation";;;"déresponsabilisations";1;0;121776
"schizophrène";;;"schizophrènes";1;0;121784
"resocialisation";;;"resocialisations";1;0;121787
"repositionnement";;;"repositionnements";1;0;121789
"faisabilité";;;"faisabilités";1;0;121582
"ecclésiaste";;;"ecclésiastes";1;0;121584
"abrasif";"abrasive";"abrasives";"abrasifs";1;3;45404
"abasourdissant";"abasourdissante";"abasourdissantes";"abasourdissants";1;0;84635
"abusif";"abusive";"abusives";"abusifs";1;11;45428
"abrasant";"abrasante";"abrasantes";"abrasants";1;0;84659
"accusateur";"accusatrice";"accusatrices";"accusateurs";1;7;45473
"accusatoire";;;"accusatoires";1;4;45474
"acquisitif";"acquisitive";"acquisitives";"acquisitifs";1;0;45502
"délocalisation";;;"délocalisations";1;0;121461
"mondialisation";;;"mondialisations";1;74;121463
"globalisation";;;"globalisations";1;4;121464
"labellisation";;;"labellisations";1;6;121466
"limousine";;;"limousines";1;0;121370
"viennoiseries";;;"viennoiseries";1;1;121372
"conclusif";"conclusive";"conclusives";"conclusifs";1;0;121374
"alsacien";"alsacienne";"alsaciennes";"alsaciens";1;1;45739
"aléseur";"aléseuse";"aléseuses";"aléseurs";1;0;45757
"achromatisant";"achromatisante";"achromatisantes";"achromatisants";1;0;84720
"aciselant";"aciselante";"aciselantes";"aciselants";1;0;84724
"amazonien";"amazonienne";"amazoniennes";"amazoniens";1;1;45765
"ambrosien";"ambrosienne";"ambrosiennes";"ambrosiens";1;0;45772
"amnésique";;;"amnésiques";1;0;45792
"actualisant";"actualisante";"actualisantes";"actualisants";1;0;84731
"analgésique";;;"analgésiques";1;0;45832
"analysable";;;"analysables";1;0;45836
"analyseur";"analyseuse";"analyseuses";"analyseurs";1;0;45837
"anarchisant";"anarchisante";"anarchisantes";"anarchisants";1;0;45842
"adjectivisant";"adjectivisante";"adjectivisantes";"adjectivisants";1;0;84737
"anesthésique";;;"anesthésiques";1;0;45859
"anisotrope";;;"anisotropes";1;2;45880
"adonisant";"adonisante";"adonisantes";"adonisants";1;0;84745
"antiparasite";;;"antiparasites";1;0;45946
"antiseptique";;;"antiseptiques";1;1;45960
"antisocial";"antisociale";"antisociales";"antisociaux";1;1;45961
"antisémite";;;"antisémites";1;1;45965
"aphasique";;;"aphasiques";1;0;45991
"aphrodisiaque";;;"aphrodisiaques";1;0;45994
"adhésif";"adhésive";"adhésives";"adhésifs";1;17;45538
"abusant";"abusante";"abusantes";"abusants";1;3;84676
"accessoirisant";"accessoirisante";"accessoirisantes";"accessoirisants";1;0;84685
"accessorisant";"accessorisante";"accessorisantes";"accessorisants";1;0;84686
"agatisé";"agatisée";"agatisées";"agatisés";1;0;45615
"aiguiseur";"aiguiseuse";"aiguiseuses";"aiguiseurs";1;0;45655
"aisé";"aisée";"aisées";"aisés";1;26;45663
"alezan";"alezane";"alezanes";"alezans";1;6;45693
"alizé";"alizée";"alizées";"alizés";1;5;45705
"accusant";"accusante";"accusantes";"accusants";1;5;84708
"allergisant";"allergisante";"allergisantes";"allergisants";1;0;45714
"allusif";"allusive";"allusives";"allusifs";1;1;45726
"apprivoisable";;;"apprivoisables";1;0;46025
"ardoisier";"ardoisière";"ardoisières";"ardoisiers";1;0;46085
"arlésien";"arlésienne";"arlésiennes";"arlésiens";1;0;46105
"arrosable";;;"arrosables";1;0;46123
"artisanal";"artisanale";"artisanales";"artisanaux";1;5;46136
"artésien";"artésienne";"artésiennes";"artésiens";1;1;46142
"aseptique";;;"aseptiques";1;1;46156
"asexuel";"asexuelle";"asexuelles";"asexuels";1;0;46157
"asexué";"asexuée";"asexuées";"asexués";1;2;46158
"asiatique";;;"asiatiques";1;4;46159
"asocial";"asociale";"asociales";"asociaux";1;0;46160
"athétosique";;;"athétosiques";1;0;46224
"africanisant";"africanisante";"africanisantes";"africanisants";1;0;84798
"automobilisable";;;"automobilisables";1;0;46301
"agonisant";"agonisante";"agonisantes";"agonisants";1;5;84809
"azilien";"azilienne";"aziliennes";"aziliens";1;0;46349
"azimutal";"azimutale";"azimutales";"azimutaux";1;0;46350
"azotique";;;"azotiques";1;0;46352
"azoté";"azotée";"azotées";"azotés";1;3;46353
"azotémique";;;"azotémiques";1;0;46354
"azoïque";;;"azoïques";1;0;46355
"aztèque";;;"aztèques";1;3;46356
"azyme";;;"azymes";1;0;46359
"balzacien";"balzacienne";"balzaciennes";"balzaciens";1;0;46399
"balzan";"balzane";"balzanes";"balzans";1;0;46400
"basal";"basale";"basales";"basaux";1;0;46429
"basaltique";;;"basaltiques";1;0;46430
"basilaire";;;"basilaires";1;0;46433
"basilical";"basilicale";"basilicales";"basilicaux";1;0;46434
"basilique";;;"basiliques";1;7;46435
"basique";;;"basiques";1;14;46436
"basophile";;;"basophiles";1;0;46437
"benzoïque";;;"benzoïques";1;0;46466
"benzénique";;;"benzéniques";1;3;46467
"aiguisant";"aiguisante";"aiguisantes";"aiguisants";1;0;84831
"bienfaisant";"bienfaisante";"bienfaisantes";"bienfaisants";1;5;46496
"biophysique";;;"biophysiques";1;0;46536
"bipolarisé";"bipolarisée";"bipolarisées";"bipolarisés";1;0;46544
"bisannuel";"bisannuelle";"bisannuelles";"bisannuels";1;0;46549
"bisexuel";"bisexuelle";"bisexuelles";"bisexuels";1;0;46554
"bisexué";"bisexuée";"bisexuées";"bisexués";1;0;46555
"bizarre";"";"boubou";"bizarres";1;8;46564
"bizarroïde";;;"bizarroïdes";1;0;46565
"alcalinisant";"alcalinisante";"alcalinisantes";"alcalinisants";1;1;84844
"alcalisant";"alcalisante";"alcalisantes";"alcalisants";1;0;84845
"alcoolisant";"alcoolisante";"alcoolisantes";"alcoolisants";1;0;84846
"alésant";"alésante";"alésantes";"alésants";1;0;84849
"allégorisant";"allégorisante";"allégorisantes";"allégorisants";1;0;84859
"brindezingue";;;"brindezingues";1;0;46693
"brésilien";"brésilienne";"brésiliennes";"brésiliens";1;6;46725
"alphabétisant";"alphabétisante";"alphabétisantes";"alphabétisants";1;0;84870
"byzantin";"byzantine";"byzantines";"byzantins";1;3;46759
"amenuisant";"amenuisante";"amenuisantes";"amenuisants";1;0;84891
"américanisant";"américanisante";"américanisantes";"américanisants";1;0;84892
"canalisable";;;"canalisables";1;0;46860
"capitalisable";;;"capitalisables";1;0;46879
"cartésien";"cartésienne";"cartésiennes";"cartésiens";1;3;46949
"casanier";"casanière";"casanières";"casaniers";1;1;46951
"casuel";"casuelle";"casuelles";"casuels";1;0;46960
"amusant";"amusante";"amusantes";"amusants";1;1;84910
"analgésiant";"analgésiante";"analgésiantes";"analgésiants";1;0;84911
"analysant";"analysante";"analysantes";"analysants";1;12;84912
"caucasien";"caucasienne";"caucasiennes";"caucasiens";1;2;46980
"causal";"causale";"causales";"causaux";1;1;46984
"causatif";"causative";"causatives";"causatifs";1;0;46985
"causeur";"causeuse";"causeuses";"causeurs";1;1;46986
"cellulosique";;;"cellulosiques";1;2;46996
"centralisateur";"centralisatrice";"centralisatrices";"centralisateurs";1;0;47010
"centésimal";"centésimale";"centésimales";"centésimaux";1;0;47016
"anastomosant";"anastomosante";"anastomosantes";"anastomosants";1;0;84913
"anathématisant";"anathématisante";"anathématisantes";"anathématisants";1;0;84914
"anathémisant";"anathémisante";"anathémisantes";"anathémisants";1;0;84915
"anatomisant";"anatomisante";"anatomisantes";"anatomisants";1;0;84916
"anesthésiant";"anesthésiante";"anesthésiantes";"anesthésiants";1;0;84920
"anglaisant";"anglaisante";"anglaisantes";"anglaisants";1;0;84921
"anglicisant";"anglicisante";"anglicisantes";"anglicisants";1;0;84922
"animalisant";"animalisante";"animalisantes";"animalisants";1;0;84925
"anisant";"anisante";"anisantes";"anisants";1;0;84927
"ankylosant";"ankylosante";"ankylosantes";"ankylosants";1;0;84928
"annualisant";"annualisante";"annualisantes";"annualisants";1;0;84934
"anodisant";"anodisante";"anodisantes";"anodisants";1;0;84937
"chromosomique";;;"chromosomiques";1;1;47128
"chryséléphantin";"chryséléphantine";"chryséléphantines";"chryséléphantins";1;0;47132
"cicatrisable";;;"cicatrisables";1;0;47147
"antéposant";"antéposante";"antéposantes";"antéposants";1;0;84940
"cisalpin";"cisalpine";"cisalpines";"cisalpins";1;0;47175
"civilisable";;;"civilisables";1;0;47182
"civilisateur";"civilisatrice";"civilisatrices";"civilisateurs";1;0;47183
"apaisant";"apaisante";"apaisantes";"apaisants";1;3;84945
"clunisien";"clunisienne";"clunisiennes";"clunisiens";1;0;47221
"cohésif";"cohésive";"cohésives";"cohésifs";1;0;47242
"collusoire";;;"collusoires";1;0;47256
"apostasiant";"apostasiante";"apostasiantes";"apostasiants";1;0;84954
"colonisateur";"colonisatrice";"colonisatrices";"colonisateurs";1;3;47263
"commercialisable";;;"commercialisables";1;0;47287
"communisant";"communisante";"communisantes";"communisants";1;0;47301
"appertisant";"appertisante";"appertisantes";"appertisants";1;0;84967
"appesantissant";"appesantissante";"appesantissantes";"appesantissants";1;0;84968
"complaisant";"complaisante";"complaisantes";"complaisants";1;2;47320
"composite";;;"composites";1;2;47332
"apposant";"apposante";"apposantes";"apposants";1;2;84976
"apprivoisant";"apprivoisante";"apprivoisantes";"apprivoisants";1;0;84981
"approvisionnant";"approvisionnante";"approvisionnantes";"approvisionnants";1;0;84986
"arabisant";"arabisante";"arabisantes";"arabisants";1;0;84989
"confusionnel";"confusionnelle";"confusionnelles";"confusionnels";1;0;47409
"arasant";"arasante";"arasantes";"arasants";1;0;84990
"arborisant";"arborisante";"arborisantes";"arborisants";1;0;84993
"ardoisant";"ardoisante";"ardoisantes";"ardoisants";1;0;84999
"argotisant";"argotisante";"argotisantes";"argotisants";1;0;85001
"arisant";"arisante";"arisantes";"arisants";1;0;85004
"aromatisant";"aromatisante";"aromatisantes";"aromatisants";1;0;85008
"arraisonnant";"arraisonnante";"arraisonnantes";"arraisonnants";1;0;85014
"arrisant";"arrisante";"arrisantes";"arrisants";1;0;85021
"arrosant";"arrosante";"arrosantes";"arrosants";1;0;85024
"aseptisant";"aseptisante";"aseptisantes";"aseptisants";1;0;85028
"assaisonnant";"assaisonnante";"assaisonnantes";"assaisonnants";1;0;85037
"corrosif";"corrosive";"corrosives";"corrosifs";1;0;47589
"cosaque";;;"cosaques";1;2;47598
"cosignataire";;;"cosignataires";1;0;47599
"courtisan";"courtisane";"courtisanes";"courtisans";1;3;47636
"croiseur";;;"croiseurs";1;2;47672
"atomisant";"atomisante";"atomisantes";"atomisants";1;0;85070
"césarien";"césarienne";"césariennes";"césariens";1;0;47783
"attisant";"attisante";"attisantes";"attisants";1;0;85090
"diastasique";;;"diastasiques";1;0;47851
"diffusible";;;"diffusibles";1;0;47872
"diffusionniste";;;"diffusionnistes";1;0;47873
"diocésain";"diocésaine";"diocésaines";"diocésains";1;10;47908
"dionysiaque";;;"dionysiaques";1;0;47909
"dionysien";"dionysienne";"dionysiennes";"dionysiens";1;0;47910
"disert";"diserte";"disertes";"diserts";1;0;47949
"avoisinant";"avoisinante";"avoisinantes";"avoisinants";1;1;85107
"automatisant";"automatisante";"automatisantes";"automatisants";1;0;85111
"autorisant";"autorisante";"autorisantes";"autorisants";1;270;85113
"autotomisant";"autotomisante";"autotomisantes";"autotomisants";1;0;85114
"dissuasif";"dissuasive";"dissuasives";"dissuasifs";1;29;47978
"divisible";;;"divisibles";1;1;48008
"divisionnaire";;;"divisionnaires";1;12;48009
"divisionniste";;;"divisionnistes";1;0;48010
"avalisant";"avalisante";"avalisantes";"avalisants";1;0;85117
"dolosif";"dolosive";"dolosives";"dolosifs";1;0;48029
"dosable";;;"dosables";1;0;48049
"douzième";;;"douzièmes";1;10;48062
"dreyfusard";"dreyfusarde";"dreyfusardes";"dreyfusards";1;0;48070
"avisant";"avisante";"avisantes";"avisants";1;0;85129
"dysentérique";;;"dysentériques";1;0;48099
"axiomatisant";"axiomatisante";"axiomatisantes";"axiomatisants";1;0;85136
"azurant";"azurante";"azurantes";"azurants";1;0;85137
"décentralisateur";"décentralisatrice";"décentralisatrices";"décentralisateurs";1;0;48133
"décisif";"décisive";"décisives";"décisifs";1;31;48146
"décisoire";;;"décisoires";1;0;48147
"décomposable";;;"décomposables";1;0;48158
"baisant";"baisante";"baisantes";"baisants";1;0;85159
"baisotant";"baisotante";"baisotantes";"baisotants";1;0;85160
"balisant";"balisante";"balisantes";"balisants";1;0;85169
"balkanisant";"balkanisante";"balkanisantes";"balkanisants";1;0;85171
"banalisant";"banalisante";"banalisantes";"banalisants";1;0;85178
"baptisant";"baptisante";"baptisantes";"baptisants";1;0;85185
"démesuré";"démesurée";"démesurées";"démesurés";1;11;48261
"démobilisé";"démobilisée";"démobilisées";"démobilisés";1;0;48264
"démoralisateur";"démoralisatrice";"démoralisatrices";"démoralisateurs";1;0;48275
"basanant";"basanante";"basanantes";"basanants";1;0;85206
"basant";"basante";"basantes";"basants";1;8;85208
"déraisonnable";;;"déraisonnables";1;3;48323
"dérisoire";;;"dérisoires";1;14;48325
"désagréable";;;"désagréables";1;17;48337
"bazardant";"bazardante";"bazardantes";"bazardants";1;0;85225
"bémolisant";"bémolisante";"bémolisantes";"bémolisants";1;0;85239
"désapprobateur";"désapprobatrice";"désapprobatrices";"désapprobateurs";1;1;48340
"désert";"déserte";"désertes";"déserts";1;27;48349
"désertique";;;"désertiques";1;3;48350
"désinentiel";"désinentielle";"désinentielles";"désinentiels";1;0;48357
"désirable";;;"désirables";1;13;48360
"désorganisateur";"désorganisatrice";"désorganisatrices";"désorganisateurs";1;0;48370
"désuet";"désuète";"désuètes";"désuets";1;2;48373
"besognant";"besognante";"besognantes";"besognants";1;0;85247
"bestialisant";"bestialisante";"bestialisantes";"bestialisants";1;0;85248
"bêtisant";"bêtisante";"bêtisantes";"bêtisants";1;0;85250
"biaisant";"biaisante";"biaisantes";"biaisants";1;0;85254
"ecclésial";"ecclésiale";"ecclésiales";"ecclésiaux";1;1;48417
"ecclésiastique";;;"ecclésiastiques";1;14;48418
"biologisant";"biologisante";"biologisantes";"biologisants";1;0;85274
"biseautant";"biseautante";"biseautantes";"biseautants";1;0;85276
"bisegmentant";"bisegmentante";"bisegmentantes";"bisegmentants";1;0;85277
"bisant";"bisante";"bisantes";"bisants";1;0;85278
"elzévirien";"elzévirienne";"elzéviriennes";"elzéviriens";1;0;48451
"bizutant";"bizutante";"bizutantes";"bizutants";1;0;85291
"blasant";"blasante";"blasantes";"blasants";1;0;85298
"blasonnant";"blasonnante";"blasonnantes";"blasonnants";1;0;85299
"blésant";"blésante";"blésantes";"blésants";1;0;85303
"blistérisant";"blistérisante";"blistérisantes";"blistérisants";1;0;85309
"blousant";"blousante";"blousantes";"blousants";1;0;85314
"boisant";"boisante";"boisantes";"boisants";1;0;85321
"bolchévisant";"bolchévisante";"bolchévisantes";"bolchévisants";1;0;85324
"bondérisant";"bondérisante";"bondérisantes";"bondérisants";1;0;85328
"botanisant";"botanisante";"botanisantes";"botanisants";1;0;85341
"enthousiaste";;;"enthousiastes";1;3;48554
"envisageable";;;"envisageables";1;188;48582
"enzymatique";;;"enzymatiques";1;1;48585
"eurasiatique";;;"eurasiatiques";1;0;48624
"exclusif";"exclusive";"exclusives";"exclusifs";1;40;48651
"excusable";;;"excusables";1;3;48657
"explosible";;;"explosibles";1;0;48697
"explosif";"explosive";"explosives";"explosifs";1;5;48698
"bousillant";"bousillante";"bousillantes";"bousillants";1;0;85380
"faisable";;;"faisables";1;1;48767
"braisant";"braisante";"braisantes";"braisants";1;0;85391
"fantaisiste";;;"fantaisistes";1;9;48781
"brasant";"brasante";"brasantes";"brasants";1;0;85399
"brasillant";"brasillante";"brasillantes";"brasillants";1;0;85400
"brésillant";"brésillante";"brésillantes";"brésillants";1;0;85409
"fleurdelisé";"fleurdelisée";"fleurdelisées";"fleurdelisés";1;1;48926
"brisant";"brisante";"brisantes";"brisants";1;1;85433
"frison";"frisonne";"frisonnes";"frisons";1;1;49058
"bronzant";"bronzante";"bronzantes";"bronzants";1;0;85439
"fusible";;;"fusibles";1;1;49121
"fusiforme";;;"fusiformes";1;0;49122
"brutalisant";"brutalisante";"brutalisantes";"brutalisants";1;0;85459
"gazier";"gazière";"gazières";"gaziers";1;2;49206
"gazouilleur";"gazouilleuse";"gazouilleuses";"gazouilleurs";1;0;49208
"budgétisant";"budgétisante";"budgétisantes";"budgétisants";1;0;85462
"bureaucratisant";"bureaucratisante";"bureaucratisantes";"bureaucratisants";1;0;85464
"grison";"grisonne";"grisonnes";"grisons";1;2;49354
"généralisateur";"généralisatrice";"généralisatrices";"généralisateurs";1;0;49416
"génésiaque";;;"génésiaques";1;0;49422
"génésique";;;"génésiques";1;0;49423
"géodésique";;;"géodésiques";1;1;49427
"géophysique";;;"géophysiques";1;1;49433
"hertzien";"hertzienne";"hertziennes";"hertziens";1;2;49509
"hispanisant";"hispanisante";"hispanisantes";"hispanisants";1;0;49534
"homosexuel";"homosexuelle";"homosexuelles";"homosexuels";1;29;49559
"horizontal";"horizontale";"horizontales";"horizontaux";1;115;49573
"hypophysaire";;;"hypophysaires";1;2;49657
"hétérosexuel";"hétérosexuelle";"hétérosexuelles";"hétérosexuels";1;1;49704
"hétérozygote";;;"hétérozygotes";1;0;49706
"illisible";;;"illisibles";1;2;49746
"illusoire";;;"illusoires";1;13;49750
"canalisant";"canalisante";"canalisantes";"canalisants";1;0;85532
"implosif";"implosive";"implosives";"implosifs";1;0;49838
"imposable";;;"imposables";1;4;49846
"imprévisible";;;"imprévisibles";1;10;49868
"cancérisant";"cancérisante";"cancérisantes";"cancérisants";1;0;85535
"inanalysable";;;"inanalysables";1;0;49913
"inapaisable";;;"inapaisables";1;0;49915
"inapaisé";"inapaisée";"inapaisées";"inapaisés";1;0;49916
"inapprivoisé";"inapprivoisée";"inapprivoisées";"inapprivoisés";1;0;49920
"incisif";"incisive";"incisives";"incisifs";1;2;49956
"inclusif";"inclusive";"inclusives";"inclusifs";1;1;49965
"cannibalisant";"cannibalisante";"cannibalisantes";"cannibalisants";1;0;85540
"canonisant";"canonisante";"canonisantes";"canonisants";1;0;85541
"incristallisable";;;"incristallisables";1;0;50018
"indivisible";;;"indivisibles";1;9;50070
"indonésien";"indonésienne";"indonésiennes";"indonésiens";1;0;50077
"indécomposable";;;"indécomposables";1;0;50094
"indéfrisable";;;"indéfrisables";1;0;50102
"indésirable";;;"indésirables";1;6;50114
"inexcusable";;;"inexcusables";1;3;50130
"inexplosible";;;"inexplosibles";1;0;50142
"infaisable";;;"infaisables";1;0;50154
"infinitésimal";"infinitésimale";"infinitésimales";"infinitésimaux";1;3;50170
"infusible";;;"infusibles";1;0;50195
"capitalisant";"capitalisante";"capitalisantes";"capitalisants";1;0;85553
"inorganisable";;;"inorganisables";1;0;50261
"inorganisé";"inorganisée";"inorganisées";"inorganisés";1;0;50262
"inquisiteur";"inquisitrice";"inquisitrices";"inquisiteurs";1;2;50268
"inquisitorial";"inquisitoriale";"inquisitoriales";"inquisitoriaux";1;0;50269
"insaisissable";;;"insaisissables";1;4;50272
"insatisfaisant";"insatisfaisante";"insatisfaisantes";"insatisfaisants";1;4;50277
"caporalisant";"caporalisante";"caporalisantes";"caporalisants";1;0;85557
"insuffisant";"insuffisante";"insuffisantes";"insuffisants";1;68;50322
"interzone";;;"interzones";1;0;50400
"intraduisible";;;"intraduisibles";1;0;50416
"caractérisant";"caractérisante";"caractérisantes";"caractérisants";1;0;85567
"intransigeant";"intransigeante";"intransigeantes";"intransigeants";1;2;50420
"inusable";;;"inusables";1;0;50445
"inusité";"inusitée";"inusitées";"inusités";1;3;50446
"inutilisable";;;"inutilisables";1;5;50449
"inutilisé";"inutilisée";"inutilisées";"inutilisés";1;1;50450
"caramélisant";"caramélisante";"caramélisantes";"caramélisants";1;0;85569
"invisible";;;"invisibles";1;2;50467
"inépuisable";;;"inépuisables";1;9;50491
"inépuisé";"inépuisée";"inépuisées";"inépuisés";1;0;50492
"irraisonnable";;;"irraisonnables";1;0;50513
"irraisonné";"irraisonnée";"irraisonnées";"irraisonnés";1;1;50514
"irréalisable";;;"irréalisables";1;3;50527
"irréalisé";"irréalisée";"irréalisées";"irréalisés";1;1;50529
"irrécusable";;;"irrécusables";1;2;50533
"irrésistible";;;"irrésistibles";1;8;50551
"irrésolu";"irrésolue";"irrésolues";"irrésolus";1;1;50552
"isiaque";;;"isiaques";1;0;50560
"isobare";;;"isobares";1;1;50563
"isobathe";;;"isobathes";1;0;50564
"isochromatique";;;"isochromatiques";1;0;50565
"isochrone";;;"isochrones";1;0;50566
"isoclinal";"isoclinale";"isoclinales";"isoclinaux";1;0;50567
"isocline";;;"isoclines";1;0;50568
"isocèle";;;"isocèles";1;0;50569
"isodynamique";;;"isodynamiques";1;0;50570
"isogone";;;"isogones";1;0;50572
"isolable";;;"isolables";1;0;50574
"isolationniste";;;"isolationnistes";1;0;50576
"isomorphe";;;"isomorphes";1;10;50578
"isomère";;;"isomères";1;1;50579
"isométrique";;;"isométriques";1;0;50580
"isopode";;;"isopodes";1;0;50581
"isostatique";;;"isostatiques";1;0;50582
"isotherme";;;"isothermes";1;4;50583
"isothermique";;;"isothermiques";1;7;50584
"isotonique";;;"isotoniques";1;0;50585
"isotopique";;;"isotopiques";1;0;50586
"isotrope";;;"isotropes";1;5;50587
"carbonisant";"carbonisante";"carbonisantes";"carbonisants";1;0;85578
"jaseur";"jaseuse";"jaseuses";"jaseurs";1;0;50616
"joseph";;;"josephs";1;26;50636
"juxtaposable";;;"juxtaposables";1;0;50679
"jésuite";;;"jésuites";1;24;50682
"jésuitique";;;"jésuitiques";1;0;50683
"keynésien";"keynésienne";"keynésiennes";"keynésiens";1;0;50691
"kinesthésique";;;"kinesthésiques";1;0;50694
"kolkhozien";"kolkhozienne";"kolkhoziennes";"kolkhoziens";1;0;50697
"liasique";;;"liasiques";1;0;50802
"limousin";"limousine";"limousines";"limousins";1;1;50842
"lisible";;;"lisibles";1;31;50863
"lithiasique";;;"lithiasiques";1;1;50865
"caséifiant";"caséifiante";"caséifiantes";"caséifiants";1;0;85603
"casematant";"casematante";"casematantes";"casematants";1;0;85604
"localisable";;;"localisables";1;0;50890
"localisateur";"localisatrice";"localisatrices";"localisateurs";1;0;50891
"loisible";;;"loisibles";1;3;50902
"losangique";;;"losangiques";1;0;50913
"losangé";"losangée";"losangées";"losangés";1;0;50914
"casant";"casante";"casantes";"casants";1;0;85605
"casernant";"casernante";"casernantes";"casernants";1;0;85606
"lusitanien";"lusitanienne";"lusitaniennes";"lusitaniens";1;0;50944
"lysergique";;;"lysergiques";1;0;50960
"catalysant";"catalysante";"catalysantes";"catalysants";1;0;85607
"lésineur";"lésineuse";"lésineuses";"lésineurs";1;0;50984
"magnésien";"magnésienne";"magnésiennes";"magnésiens";1;3;51012
"catéchisant";"catéchisante";"catéchisantes";"catéchisants";1;0;85611
"catégorisant";"catégorisante";"catégorisantes";"catégorisants";1;0;85612
"malaisé";"malaisée";"malaisées";"malaisés";1;3;51036
"malavisé";"malavisée";"malavisées";"malavisés";1;0;51039
"malfaisant";"malfaisante";"malfaisantes";"malfaisants";1;3;51043
"malthusien";"malthusienne";"malthusiennes";"malthusiens";1;0;51064
"causant";"causante";"causantes";"causants";1;17;85616
"cautérisant";"cautérisante";"cautérisantes";"cautérisants";1;0;85617
"masochiste";;;"masochistes";1;2;51144
"maîtrisable";;;"maîtrisables";1;0;51186
"mesurable";;;"mesurables";1;8;51216
"microphysique";;;"microphysiques";1;0;51239
"centralisant";"centralisante";"centralisantes";"centralisants";1;5;85631
"minéralisateur";"minéralisatrice";"minéralisatrices";"minéralisateurs";1;0;51291
"misanthrope";;;"misanthropes";1;1;51304
"misanthropique";;;"misanthropiques";1;0;51305
"misogyne";;;"misogynes";1;0;51307
"misonéiste";;;"misonéistes";1;0;51308
"misérable";;;"misérables";1;23;51311
"mobilisable";;;"mobilisables";1;1;51327
"mobilisateur";"mobilisatrice";"mobilisatrices";"mobilisateurs";1;2;51328
"molinosiste";;;"molinosistes";1;0;51354
"césarisant";"césarisante";"césarisantes";"césarisants";1;0;85638
"monosyllabe";;;"monosyllabes";1;0;51403
"monosyllabique";;;"monosyllabiques";1;0;51404
"moralisateur";"moralisatrice";"moralisatrices";"moralisateurs";1;0;51429
"mosan";"mosane";"mosanes";"mosans";1;0;51457
"mosaïque";;;"mosaïques";1;4;51458
"mosaïqué";"mosaïquée";"mosaïquées";"mosaïqués";1;0;51459
"mosellan";"mosellane";"mosellanes";"mosellans";1;0;51462
"chamoisant";"chamoisante";"chamoisantes";"chamoisants";1;0;85652
"champagnisant";"champagnisante";"champagnisantes";"champagnisants";1;0;85653
"mozabite";;;"mozabites";1;0;51487
"mozarabe";;;"mozarabes";1;0;51488
"musagète";;;"musagètes";1;0;51521
"musard";"musarde";"musardes";"musards";1;0;51522
"musical";"musicale";"musicales";"musicaux";1;26;51528
"musicien";"musicienne";"musiciennes";"musiciens";1;41;51529
"mycosique";;;"mycosiques";1;0;51544
"mélanésien";"mélanésienne";"mélanésiennes";"mélanésiens";1;1;51595
"ménopausique";;;"ménopausiques";1;0;51607
"méprisable";;;"méprisables";1;0;51611
"mésentérique";;;"mésentériques";1;2;51618
"mésocéphale";;;"mésocéphales";1;0;51619
"mésopotamien";"mésopotamienne";"mésopotamiennes";"mésopotamiens";1;0;51620
"métaphysicien";"métaphysicienne";"métaphysiciennes";"métaphysiciens";1;0;51630
"métaphysique";;;"métaphysiques";1;8;51631
"nasal";"nasale";"nasales";"nasaux";1;3;51667
"nasard";"nasarde";"nasardes";"nasards";1;0;51668
"nasillard";"nasillarde";"nasillardes";"nasillards";1;4;51669
"nauséabond";"nauséabonde";"nauséabondes";"nauséabonds";1;0;51684
"nazaréen";"nazaréenne";"nazaréennes";"nazaréens";1;1;51692
"naze";;;"nazes";1;0;51693
"nazi";"nazie";"nazies";"nazis";1;19;51694
"neurophysiologique";;;"neurophysiologiques";1;0;51711
"nietzschéen";"nietzschéenne";"nietzschéennes";"nietzschéens";1;0;51726
"nosographique";;;"nosographiques";1;0;51773
"nosologique";;;"nosologiques";1;0;51774
"nuisible";;;"nuisibles";1;5;51801
"chaptalisant";"chaptalisante";"chaptalisantes";"chaptalisants";1;0;85670
"néoplasique";;;"néoplasiques";1;0;51845
"oasien";"oasienne";"oasiennes";"oasiens";1;0;51860
"chartérisant";"chartérisante";"chartérisantes";"chartérisants";1;0;85679
"obtusangle";;;"obtusangles";1;0;51891
"occasionnel";"occasionnelle";"occasionnelles";"occasionnels";1;3;51898
"occlusif";"occlusive";"occlusives";"occlusifs";1;0;51903
"octosyllabe";;;"octosyllabes";1;0;51918
"octosyllabique";;;"octosyllabiques";1;0;51919
"oisif";"oisive";"oisives";"oisifs";1;6;51946
"omniprésent";"omniprésente";"omniprésentes";"omniprésents";1;2;51970
"onusien";"onusienne";"onusiennes";"onusiens";1;0;51995
"onzième";;;"onzièmes";1;5;51996
"opposable";;;"opposables";1;27;52015
"opposite";;;"opposites";1;2;52017
"oppositionnel";"oppositionnelle";"oppositionnelles";"oppositionnels";1;0;52018
"chemisant";"chemisante";"chemisantes";"chemisants";1;0;85695
"organisationnel";"organisationnelle";"organisationnelles";"organisationnels";1;7;52056
"ouzbek";;;"ouzbeks";1;0;52120
"paisible";;;"paisibles";1;2;52149
"palingénésique";;;"palingénésiques";1;0;52155
"paléozoïque";;;"paléozoïques";1;0;52174
"chinoisant";"chinoisante";"chinoisantes";"chinoisants";1;0;85717
"paradisiaque";;;"paradisiaques";1;0;52214
"parasitaire";;;"parasitaires";1;1;52234
"parasite";;;"parasites";1;1;52235
